contact_id,phone_e164,phone_local,contact_type,agent_company,market_states,office_address,website,npc_profile_url,extraction_date,verification_note
NPC-0969,+2349076244449,09076244449,Phone + WhatsApp,Fenoglobal,Abuja,"# 8c Buzi Close Amazon Street Maitama Abuja, Maitama Abuja, Federal Capital Abuja, Nigeria Blackberry PIN 900108",,https://nigeriapropertycentre.com/agents/fenoglobal-112767,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0970,+2347037497462,07037497462,Phone + WhatsApp,Finglobal Concept Investment Limited,Abuja,"Plot 70, Kur Muhammad Way, Off Ahmadu Bello Way, Central Business District, Phase 1,, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/finglobal-concept-investment-limited-77723,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0971,+2348053232332,08053232332,Phone,Finglobal Concept Investment Limited,Abuja,"Plot 70, Kur Muhammad Way, Off Ahmadu Bello Way, Central Business District, Phase 1,, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/finglobal-concept-investment-limited-77723,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0972,+2349019831439,09019831439,Phone,First Capital City Realtors,Abuja,"Abidjan Street Wuse Zone 3 Abuja, Fct Abuja, Fct Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/first-capital-city-realtors-134248,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0973,+2349052309992,09052309992,Phone + WhatsApp,First Capital City Realtors,Abuja,"Abidjan Street Wuse Zone 3 Abuja, Fct Abuja, Fct Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/first-capital-city-realtors-134248,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0974,+2348064143620,08064143620,Phone + WhatsApp,First Generation Mortgage Bank,Abuja,"92 Emeka Anyaoku Street, Area 8, Garki, Abuja Fct, Nigeria",,https://nigeriapropertycentre.com/agents/first-generation-mortgage-bank-77409,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0975,+2347061560738,07061560738,Phone,Firstfruit Housing,Abuja,"No 11 Anthony Enahoro Street, Utako, Abuja, Federal Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/firstfruit-housing-173910,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0976,+2348107932081,08107932081,Phone + WhatsApp,Firstfruit Housing,Abuja,"3rd Avenue, Lugbe, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/firstfruit-housing-242230,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0977,+2348164913885,08164913885,Phone,Firstfruit Housing,Abuja,"3rd Avenue, Lugbe, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/firstfruit-housing-242230,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0978,+2349095422906,09095422906,WhatsApp,Firstfruit Housing,Abuja,"No 11 Anthony Enahoro Street, Utako, Abuja, Federal Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/firstfruit-housing-173910,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0979,+2347031076731,07031076731,Phone + WhatsApp,Firstfruit Housing Limited,Abuja,"Trademore, Abuja, Taraba, Nigeria",,https://nigeriapropertycentre.com/agents/firstfruit-housing-limited-227249,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0980,+2348100573897,08100573897,Phone + WhatsApp,Firstfruit Housing Limited,Abuja,"114 Ebitu Ukiwe Street Jabi, Abuja, Federal Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/firstfruit-housing-limited-226306,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0981,+2349039497853,09039497853,Phone + WhatsApp,Fjayhome,Abuja,"Van Daniel, Eti Osa, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/fjayhome-126495,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0982,+2349033825479,09033825479,Phone,Flint Homes & Property Consultancy Ltd.,Abuja,"Suite D17, Boya Place Off Ameh Ebute St, Utako, Abuja, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/flint-homes-property-consultancy-ltd-167704,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0983,+2349095544336,09095544336,WhatsApp,Flint Homes & Property Consultancy Ltd.,Abuja,"Suite D17, Boya Place Off Ameh Ebute St, Utako, Abuja, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/flint-homes-property-consultancy-ltd-167704,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0984,+2347066059290,07066059290,Phone + WhatsApp,Flourish Homes & Global Services Ltd,Abuja,"Plot C1/ Os, Mpape Hills, Maitama Extension, Fct, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/flourish-homes-global-services-ltd-16611,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0985,+2347085575255,07085575255,Phone + WhatsApp,Flow Realtor & Property Limited,Abuja,"Plot22 Isah Mohammed Street, Durumi District, Apo-gudu, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/flow-realtor-property-limited-245334,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0986,+2347053009827,07053009827,Phone,Formula One Properties Ltd,Abuja,"Sunnyvale Estate, Dakwo District, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/formula-one-properties-ltd-37997,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0987,+2348103691985,08103691985,Phone + WhatsApp,Formula One Properties Ltd,Abuja,"Sunnyvale Estate, Dakwo District, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/formula-one-properties-ltd-37997,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0988,+2347055092217,07055092217,Phone,Fortune Flip Real Estate,Abuja,"Adeola Odeku, Street, Vi, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/fortune-flip-real-estate-236587,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0989,+2347066771574,07066771574,Phone,Fortune Flip Real Estate,Abuja,"Adeola Odeku, Street, Vi, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/fortune-flip-real-estate-236587,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0990,+2349110333206,09110333206,Phone,Fortune Flip Real Estate,Abuja,"Adeola Odeku, Street, Vi, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/fortune-flip-real-estate-236587,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0991,+2349116387831,09116387831,WhatsApp,Fortune Flip Real Estate,Abuja,"Adeola Odeku, Street, Vi, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/fortune-flip-real-estate-236587,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0992,+2347033957527,07033957527,Phone + WhatsApp,Foster 360konsults,Abuja,"Lokogoma, Fct, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/foster-360konsults-130119,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0993,+2349093588486,09093588486,Phone + WhatsApp,Fountbrook Realty,Abuja,"8, Providence Street, Lekki Phase 1, Eti Osa, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/fountbrook-realty-106668,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0994,+2349070745708,09070745708,Phone + WhatsApp,Friday Multi Media,Abuja,"No.1 Chukwuemeka Wnessi Street, Durumi, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/friday-multi-media-186938,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0995,+2348034704714,08034704714,Phone + WhatsApp,Full-scale Development Company,Abuja,"11 Urban Planning Way, Gwarinpa, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/full-scale-development-company-8009,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0996,+2348067314074,08067314074,Phone,Full-scale Development Company,Abuja,"11 Urban Planning Way, Gwarinpa, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/full-scale-development-company-8009,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0997,+2348091194217,08091194217,Phone,Full-scale Development Company,Abuja,"11 Urban Planning Way, Gwarinpa, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/full-scale-development-company-8009,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0998,+2349099651544,09099651544,Phone + WhatsApp,Funso Ibikunle Consulting,Abuja,"22 Kigoma Street, Zone 7 Wuse, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/funso-ibikunle-consulting-243857,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0999,+2349132225993,09132225993,Phone,Funso Ibikunle Consulting,Abuja,"22 Kigoma Street, Zone 7 Wuse, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/funso-ibikunle-consulting-243857,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-1000,+2348023482806,08023482806,Phone + WhatsApp,Funwol Global Resources,Abuja,"Guzape, Guzape, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/funwol-global-resources-42590,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
